"http://dbpedia.org/property/caption","","False","1"
"http://dbpedia.org/property/graysubject","","False","2"
"http://dbpedia.org/property/nerve","","False","3"
"http://dbpedia.org/property/origin","","False","4"
"http://dbpedia.org/property/latin","","False","5"
"http://dbpedia.org/ontology/wikiPageID","","False","6"
"http://dbpedia.org/ontology/wikiPageRevisionID","","False","7"
"http://www.w3.org/2000/01/rdf-schema#label","","True","8"
"http://dbpedia.org/property/graypage","","False","9"
"http://dbpedia.org/property/image","","False","10"
