"http://dbpedia.org/ontology/wikiPageID","","False","1"
"http://dbpedia.org/ontology/wikiPageRevisionID","","False","2"
"http://dbpedia.org/ontology/wikiPageExternalLink","","False","3"
"http://dbpedia.org/property/officialName","","False","4"
"http://www.w3.org/2000/01/rdf-schema#label","","True","5"
"http://dbpedia.org/property/type","","False","6"
"http://dbpedia.org/property/holidayName","","False","7"
"http://dbpedia.org/property/frequency","","False","8"
"http://dbpedia.org/property/observances","","False","9"
"http://dbpedia.org/property/imagesize","","False","10"
