"&nbsp;","2007-08","2006-07"
"Arrests","Arrests","Arrests"
"Residence Hall","Residence Hall","Residence Hall"
"Drug Related","-","1"
"On Campus","On Campus","On Campus"
"Drug Related","-","6"
"&nbsp;","&nbsp;","&nbsp;"
"Criminal Offenses","Criminal Offenses","Criminal Offenses"
"Residence Hall","Residence Hall","Residence Hall"
"Forcible Rape","-","2"
"Burglary","20","21"
"Arson","-","1"
"On Campus","On Campus","On Campus"
"Forcible Rape","2","2"
"Robbery","-","1"
"Aggravated Assault","1","-"
"Burglary","37","28"
"Vehicle Theft","2","4"
"Arson","1","1"
