"&nbsp;","air freshener(1)","alarm(0)"
"&nbsp;","baby & infant supplies(0)","bath & toilet(0)"
"&nbsp;","batteries(0)","bedding(2)"
"&nbsp;","detergent(0)","garden supplies(3)"
"&nbsp;","home storage & organisation(2)","household cleaning products(0)"
"&nbsp;","household textile products(614)","husehold utensils(0)"
"&nbsp;","kitchenware(6)","laundry products(0)"
"&nbsp;","lighters & smoking(1)","measurement & meters(2)"
"&nbsp;","mirrors(1)","needlework(0)"
"&nbsp;","others(6588)","pest control(0)"
"&nbsp;","pet supplies & products(0)","sanitry supplies(1)"
"&nbsp;","sheds & gazebos(0)","tableware(3)"
