"Language","Language","Title"
"Arabic","Arabic","???????? ????????? ??????"
"Mandarin Chinese","Mandarin Chinese","?????? / ??????"
"Czech","Czech","Charmander zatoulan? pok?mon"
"Dutch","Dutch","Charmander de verlaten Pok?mon"
"Finnish","Finnish","Charmander petetty Pok?mon"
"French","Canada","Charmander le Pok?mon vagabond"
"French","Europe","Le Pok?mon abandonn?"
"German","German","Glumanda - Ein Pok?mon in N?ten"
"Hebrew","Hebrew","???????? ????? haPok?mon hanatush"
"Hungarian","Hungarian","Charmander az elk?borolt Pok?mon"
"Italian","Italian","Un nuovo Pok?mon"
"Polish","Polish","Charmander - Zab??kany Pok?mon"
"Portuguese","Brazil","Charmander o Pok?mon Perdido"
"Portuguese","Portugal","Charmander o Pok?mon Perdido"
"Russian","Russian","????????? ????????? ???????"
"Spanish","Latin America","?Charmander el Pok?mon Abandonado!"
"Spanish","Spain","Charmander el Pok?mon perdido"
"Swedish","Swedish","En ?vergiven Charmander"
"NULL","NULL","NULL"
