"Language","Language","Title"
"Mandarin Chinese","Mandarin Chinese","???? P?nsh? Hu?y?n"
"Danish","Danish","Flammekaster"
"Dutch","Dutch","Vlammenwerper"
"Finnish","Finnish","Liekinheitin"
"French","French","Lance-Flamme"
"German","German","Flammenwurf"
"Greek","Greek","NULL"
"Hindi","Hindi","Jwala Chodo"
"Indonesian","Indonesian","Semburan Api"
"Italian","Italian","Lanciafiamme"
"Korean","Korean","???? Hwa-Yum-Bahng-Sa"
"Norwegian","Norwegian","Flammekaster"
"Portuguese","Brazil","Lan?a-chamas"
"Portuguese","Portugal","Lan?a-chamas Lan?a Chamas (Pok?mon Chronicles &amp; Diamond and Pearl Series)"
"Serbian","Serbian","Plameni Baca?"
"Spanish","Spanish","Lanzallamas"
