"size","finish","msrp                  price","our                   low                  price"
"19x8","chrome                   / brushed / silver / black / gunmetal","$1309/ea","fron                   $1047/ea"
"19x8.5","chrome                   / brushed / silver / black / gunmetal","$1353/ea","$call                   or email"
"19x9","chrome                   / brushed / silver / black / gunmetal","$1397/ea","$call                   or email"
"19x9.5","chrome                   / brushed / silver / black / gunmetal","$1440/ea","$call                   or email"
"19x10","chrome                   / brushed / silver / black / gunmetal","$1483/ea","$call                   or email"
"19x10.5","chrome                   / brushed / silver / black / gunmetal","$1527/ea","$call                   or email"
"19x11","chrome                   / brushed / silver / black / gunmetal","$1571/ea","$call                   or email"
"19x11.5","chrome                   / brushed / silver / black / gunmetal","$1615/ea","&nbsp;$call                   or email"
"19x12","chrome                   / brushed / silver / black / gunmetal","$1658/ea","$call                   or email"
"20x8","chrome                   / brushed / silver / black / gunmetal","$1483/ea","$call                   or email"
"20x8.5","chrome                   / brushed / silver / black / gunmetal","$1527/ea","$call                   or email"
"20x9","chrome                   / brushed / silver / black / gunmetal","$1571/ea","$call                   or email"
"20x9.5","chrome                   / brushed / silver / black / gunmetal","$1615/ea","$call                   or email"
"20x10","chrome                   / brushed / silver / black / gunmetal","$1658/ea","$call                   or email"
"20x10.5","chrome                   / brushed / silver / black / gunmetal","$1702/ea","$call                   or email"
"20x11","chrome                   / brushed / silver / black / gunmetal","$1746/ea","$call                   or email"
"20x11.5","chrome                   / brushed / silver / black / gunmetal","$1789/ea","$call                   or email"
"20x12","chrome                   / brushed / silver / black / gunmetal","$1833/ea","$call                   or email"
"22x8","chrome                   / brushed / silver / black / gunmetal","$1658/ea","$call                   or email"
"22x8.5","chrome                   / brushed / silver / black / gunmetal","$1702/ea","$call                   or email"
"22x9","chrome                   / brushed / silver / black / gunmetal","$1746/ea","$call                   or email"
"22x9.5","chrome                   / brushed / silver / black / gunmetal","$1789/ea","$call                   or email"
"22x10","chrome                   / brushed / silver / black / gunmetal","$1833/ea","$call                   or email"
"22x10.5","chrome                   / brushed / silver / black / gunmetal","$1877/ea","$call                   or email"
"22x11","chrome                   / brushed / silver / black / gunmetal","$1920/ea","$call                   or email"
"22x11.5","chrome                   / brushed / silver / black / gunmetal","$1920/ea","$call                   or email"
