"Language","??","???"
"Belgium (Dutch & French)","???? (???????????)","www.boinc.beSeti Telenet Belgie"
"Chinese","???","boinc.equn.com"
"Czech","????","Team Hrusice CZwww.boinc.czBOINC Team CZ"
"Danish","??????","BOINC@Denmarksetihome.dk"
"Dutch","?????","SETI@NetherlandsSpacepage"
"English","??","Team SETI X Files (MSN)Team PicardSETI.USASiran's BOINC Projects News Sitesseti.meetup.comTeam Starfire World BOINCTeam Art BellScotland's SETITeam Phoenix RisingTeam GenesisBOINC VolunteersBOINC SynergySETI@home stacks and farmsEarth Space Exploration AgencySETI UniverseUnited MacsTeam SETI X Files (Tripod)BOINC@AustraliaYahoo! SETI groupTeam Starfire SETI ForumOpenSETI.orgBOINC UK and Team LookersThe US Navy SETI@home TeamThe Unofficial BOINC Wikiboinc.mundayweb.com - stats signatures and more!UK BOINC TeamThe Knights Who Say 'Ni'KWSN message boardsBOINC Confederation (also German)&aacute;g&aelig;tis byrjun"
"Finnish","???????","Instructions for using BOINC"
"French","?????","www.boinc.frSETI-Quebecwww.setifrance.orgL'Alliance Francophone"
"German","????","Alien-ForceAd Astra with SETI!Agent TomSETI-LeipzigTeam Science and Research Hessenwww.boinc-forum.deErster KontaktBOINCcast (Podcast)SETI BoardBOINC@HeidelbergUnited MacsBOINCfunBOINC@Halle/SaaleSETI.AustriaBOINC - LUBECA (L&uuml;beck Germany)Trojandt.comCrunching Familyseti.hartware.deSETI.Germany"
"Greek","?????","Hellas@home"
"Hungarian","??????","HWSW SETI@home Team"
"Italian","?????","SETI.ItalyDPRGIHardware UpgradeNGI ForumBOINC-ITALIASETI Italia"
"Japanese","???","boinc.oocp.org"
"Polish","??????","Team boinc.plwww.setiathome.plSETI@home/BOINCSETI Team 2000BOINC@Poland"
"Portuguese","??????","SETI Team Portugalwww.setiathome.com.brPortugal@home"
"Romanian","??????","Romania SETI@homeBestGames forum"
"Russian","????","BOINC.RUDistributed.ruPolarSETISETI@home/BOINC"
"Slovakian","??????","www.boinc.sk"
"Spanish","?????","HispaSetiBoinc y AstronomiaBOINC - EcuadorSETI@home Argentina"
"Swedish","???????","Team.se"
"Turkish","????","Turk SETI Team"
"Ukranian","??????","SETI-Ukraine"
