"if ordering by case there are 36 units per case.","variety units","whole cases"
"143 variety pack fruit drink","NULL","NULL"
"144 lemonade drink","NULL","NULL"
"145 orangeade drink","NULL","NULL"
"146 pineapple drink","NULL","NULL"
"147 grape drink","NULL","NULL"
"148 strawberry kiwi drink","NULL","NULL"
"149 peach mango drink","NULL","NULL"
"150 wild berry drink","NULL","NULL"
"151 pineapple / orange drink","NULL","NULL"
"152 grapefruit drink sucralose","NULL","NULL"
"153 cran-grape drink sucralose","NULL","NULL"
"154 chocolate drink sucralose","NULL","NULL"
"155 proticcino drink sucralose","NULL","NULL"
"156 strawberry kiwi sucralose","NULL","NULL"
"157 wild berry sucralose","NULL","NULL"
"158 pineapple / orange sucralose","NULL","NULL"
"159 lemon razzy sucralose","NULL","NULL"
