"****","atlantic","lungomare trieste            160 tel. 0431/71101 fax 0431/71103"
"****","bellavista","lungomare trieste 70            tel. 0431/71313 fax 0431/720602"
"****","blue marine","via udine 81 tel.            0431/720281 fax 0431/720284"
"****","bristol","lungomare trieste            132 tel. 0431/73131 fax 0431/720420"
"****","columbus","lungomare trieste 22            tel. 0431/71516 fax 0431/720114"
"****","falcone","viale europa 21 tel.            0431/73660 fax 0431/73636"
"****","florida","via dell'arenile            22/24 tel. 0431/71134 fax 0431/71222"
"****","grand            hotel playa","lungomare trieste            128 tel. 0431/71071/73881 fax 0431/71072"
"****","international","lungomare trieste            134/b tel. 0431/71151 fax 0431/71152"
"****","mare","viale italia 42 tel.            0431/72157 fax 0431/721179"
"****","marin","lungomare trieste 1            tel. 0431/71283 fax 0431/73290"
"****","miramare","via              aquileia 47/b            tel. 0431/71260 fax 0431/720051"
"****","palace","via              carinzia 13 tel.            0431/720900 fax 0431/720920"
"****","punta            dell'est","via              timavo 38 tel.            0431/71990 fax 0431/720290"
"****","san            carlo","via              codroipo 16 tel.            0431/720855 fax 0431/71540"
"***","abbazia","via              carinzia 19/a            tel. 0431/71025 fax 0431/71026"
"***","al cavallino bianco","viale dei platani 88            tel. 0431/71509 fax 0431/73262"
"***","al            cigno","viale europa 13 tel.            0431/720333 fax 0431/720343"
"***","ambra","lungomare            trieste124/a tel. 0431/71027 fax 0431/71600/520705"
"***","american","lungomare trieste            152 tel. 0431/71696 fax 0431/720263"
"***","astoria","lungomare trieste            150 tel. 0431/71315 fax 0431/720191"
"***","astro","via              miramare 48 tel.            0431/71309 fax 0431/71309"
"***","calipso","lungomare trieste            104 tel. 0431/71600 fax 0431/71600/520705"
"***","capanna d'oro","lungomare trieste            122 tel. 0431/71240 fax 0431/73816"
"***","carinzia            garni r.t.a.","via              carinzia 40 tel.            0431/720777/8 - 0432/504992 fax 0431/720779 - 0432/505316"
"***","conca            verde","via              carinzia 28 tel.            0431/71765 fax 0431/720380"
"***","consuelo","via              latisana 168            tel. 0431/71489 fax 0431/721114"
"***","desir�e","via              aquileia 47 tel.            0431/71415 fax 0431/720222"
"***","eros","via              carinzia 26/a            tel. 0431/71727 fax 0431/720280"
"***","etna","via              miramare 24 tel.            0431/720640-720647 fax 0431/721649"
"***","europa","lungomare trieste 90            tel. 0431/71204 fax 0431/721156"
"***","florida due","via del bosco 13            tel. 0431/71134/720101 fax 0431/71222"
"***","gambrinus","via              latisana 184            tel. 0431/71836 fax 0431/70366"
"***","italia","viale italia 7 tel.            0431/71185/70133 fax 0431/720321"
"***","la goletta","viale italia 44 tel.            0431/71274 fax 0431/73180"
"***","la lampara","viale gorizia 1/b            tel. 0431/71200 fax 0431/71200"
"***","monaco","viale gorizia 24            tel. 0431/71523 fax 0431/73802"
