"Language","Language","Title"
"Japanese","Japanese","?? (?) Kusa"
"Mandarin Chinese","Mandarin Chinese","? C?o"
"Danish","Danish","Gr?s"
"Dutch","Dutch","Gras"
"Finnish","Finnish","Ruoho"
"French","French","Plante"
"German","German","Pflanze"
"Greek","Greek","??????? Fitikou"
"Hebrew","Hebrew","??? Esev"
"Indonesian","Indonesian","Rumput"
"Italian","Italian","Erba"
"Korean","Korean","? Pul"
"Norwegian","Norwegian","Gress"
"Polish","Polish","Trawiasty"
"Portuguese","Brazil","GramaPlantaVegetal"
"Portuguese","Portugal","Erva"
"Spanish","Latin America","PlantaHierba*"
"Spanish","Spain","Planta"
"NULL","NULL","NULL"
