"{Cha&icirc;ne lat&eacute;rale apolaire}",""
"Alanineala&nbsp;&nbsp;&nbsp; A","Valineval&nbsp;&nbsp;&nbsp;&nbsp; V"
"Leucineleu&nbsp;&nbsp;&nbsp;&nbsp; L","Isoleucineile&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; I"
"Prolinepro&nbsp;&nbsp;&nbsp;&nbsp; P","Ph&eacute;nylalaninephe&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; F"
"Tryptophanetrp&nbsp;&nbsp;&nbsp;&nbsp; W","M&eacute;thioninemet&nbsp;&nbsp;&nbsp;&nbsp; M"
"",""
"{Cha&icirc;ne lat&eacute;rale polaire non charg&eacute;e}",""
"Glycine&nbsp;gly&nbsp;&nbsp;&nbsp;&nbsp; G","S&eacute;rineser&nbsp;&nbsp;&nbsp;&nbsp; S"
"Thr&eacute;oninethr&nbsp;&nbsp;&nbsp;&nbsp; T","Cyst&eacute;inecys&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; C"
"Tyrosinetyr&nbsp;&nbsp;&nbsp;&nbsp; Y","Asparagineasn&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; N"
"Glutaminegln&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Q","Glutaminegln&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Q"
"{Cha&icirc;ne lat&eacute;rale acide}",""
"Acide aspartiqueasp&nbsp;&nbsp;&nbsp;&nbsp; D","Acide glutamiqueglu&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; E"
"{Cha&icirc;ne lat&eacute;rale basique}",""
"Lysinelys&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; K","Histidinehis&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; H"
"Argininearg&nbsp;&nbsp;&nbsp;&nbsp; R","Argininearg&nbsp;&nbsp;&nbsp;&nbsp; R"
"",""
