"photology 2.0.117                                  description                               amazing photo manager with advanced searching filters.            ... tags or by the date the photo was taken but some other use ...                               license         free                 language         english          category   in:  viewers &amp; catalogues > image catalogues","{softonic rating                                       very good                               8/10                                     user rating                                        rank_7.8333000                               7/10|6 ratings}","total downloads         8353         last week         47","{download}"
"amok exif sorter 2.5.1                                  description                               manage and rename photos according to exif data.            ...information about the date when the picture was taken (year ...                               license         free                 language         english          category   in:  viewers &amp; catalogues > image catalogues","{softonic rating                                       good                               7/10                                     user rating                                        rank_9.0000000                               9/10|2 ratings}","total downloads         610         last week         15","{download}"
"namexif 1.0                                  description                               rename your photos using exif data.            ...rename photos with the date they were shot ...                               license         free                 language         english          category   in:  files software > bulk renamers","{softonic rating                                       not bad                               6/10                                     user rating                                        rank_9.0000000                               9/10|1 ratings}","total downloads         550         last week         5","{download}"
"pie picture information extractor 6.2                                  description                    viewer and photo metadata toolkit - import rename redate geotag - all formats                     license         free                 language         english          category   in:  viewers &amp; catalogues > viewers","{softonic rating         not rated          user rating                                        rank_9.0000000                               9/10|2 ratings}","total downloads         1128         last week         3","{download}"
"corel photo album 6.3.1                                  description                               whip your photo collection into shape.            ...organizes them by the date they were taken this means ...                               license         demo                 language         english          category   in:  viewers &amp; catalogues > photo albums","{softonic rating                                       good                               7/10                                     user rating                                        rank_5.7570999                               5/10|16 ratings}","total downloads         41517         last week         180","{download}"
"picjet studio 2.6                                  description                               enhance your digital photos quickly and easily.            ... the date you've taken the picture on a single photo ...                               license         free                 language         english          category   in:  retouching &amp; optimization > general","{softonic rating                                       very good                               8/10                                     user rating                                        rank_1.0000000                               1/10|2 ratings}","total downloads         3651         last week         32","{download}"
"imatch 3.6.0.75                                  description                               organize and manage large collections of digital photos.            ...size and the date on which they were taken ...                               license         trial version                 language         english          category   in:  viewers &amp; catalogues > photo albums","{softonic rating                                       good                               7/10                                     user rating                                        rank_7.0000000                               7/10|1 ratings}","total downloads         1032         last week         11","{download}"
"exif pilot lite 4.4                                  description                               simple application to view exif data of your photos.            ... such things as the date and time the photos was taken ...                               license         free                 language         english          category   in:  viewers &amp; catalogues > general","{softonic rating                                       not bad                               6/10                                     user rating                                        rank_9.500                               9/10|1 ratings}","total downloads         1008         last week         14","{download}"
"magitime 2.0                                  description                               print the date and time on your photo prints.            ... files the date and time at which a photo is taken ...                               license         trial version                 language         english          category   in:  retouching &amp; optimization > watermark","{softonic rating                                       not bad                               6/10                                     user rating                                        rank_                               0/10|0 ratings}","total downloads         279         last week         3","{download}"
"folder2list 2.1                                  description                               with folder2list important file and folder properties such as size modification and cr.            ... photos such as photo location date taken ... photos such as photo location date taken ...                               license         demo                 language         english          category   in:  files software > general","{softonic rating         not rated          user rating                                        essential                               10/10|2 ratings}","total downloads         180         last week         1","{download}"
