"Language","Language","Title"
"Mandarin Chinese","Mandarin Chinese","??? B?of?ngxu?"
"Dutch","Dutch","Sneeuwstorm"
"Finnish","Finnish","Lumimyrsky"
"European French","European French","Blizzard"
"German","German","Blizzard"
"Greek","Greek","???????????"
"Hindi","Hindi","??????? ?????? Barfeela Toofaan"
"Italian","Italian","Bora"
"Korean","Korean","??? Nunbora"
"Norwegian","Norwegian","Sn?storm"
"Portuguese","Brazil","NevascaTempestade de Neve"
"Portuguese","Portugal","Tempestade (until Master Quest)Tempestade de Neve (Master Quest and Advanced)Tempestade (until final Advanced Series)Geada (Diamond and Pearl Series)"
"Serbian","Serbian","Me?ava"
"Spanish","Latin America","Ventisca Nevada ( in Tag! We're It!)"
"Spanish","Spain","Ventisca"
"NULL","NULL","NULL"
