"Language","Language","Title"
"Arabic","Arabic","?????? ?????? ??????"
"Mandarin Chinese","Mandarin Chinese","???????? / ????????"
"Czech","Czech","Elektrick? z?pas"
"Dutch","Dutch","Een schokkende uitdaging"
"Finnish","Finnish","Shokkihoitoa kerrakseen"
"French","Canada","Confrontation ?lectrique"
"French","Europe","Confrontation ?lectrique"
"German","German","Vorsicht Hochspannung"
"Hebrew","Hebrew","??? ??? makat barak"
"Hungarian","Hungarian","T?bbet ?sszel mint er?vel"
"Italian","Italian","Un incontro da Elettroshock"
"Polish","Polish","Elektrowstrz?s ostateczna rogrywka"
"Portuguese","Brazil","A Exibi??o do Choque El?trico"
"Portuguese","Portugal","Confronto El?ctrico"
"Russian","Russian","??????????? ???? ??????"
"Spanish","Latin America","?Duelo El?ctrico!"
"Spanish","Spain","Competici?n de descarga el?ctrica"
"Swedish","Swedish","Den elektriska duellen"
"NULL","NULL","NULL"
