"birth place","label","Geburtsort"
"http://dbpedia.org/resource/Monroe,_Louisiana","Billy Gault","http://dbpedia.org/resource/Monroe,_Louisiana"
"","Billy Wilson (running back)",""
"Georgia, United States","Blanche Martin","http://dbpedia.org/resource/Georgia_(U.S._state)"
"","Blood Miller",""
"http://dbpedia.org/resource/Bakersfield,_California","Bob Keyes","http://dbpedia.org/resource/Bakersfield,_California"
"","Bob Lee (guard)",""
"","Bob Sweiger",""
"http://dbpedia.org/resource/Tampa,_Florida","Bobby Richardson (American football)","http://dbpedia.org/resource/Tampa,_Florida"
"http://dbpedia.org/resource/Newtown,_Bucks_County,_Pennsylvania","Brandon Cottom","http://dbpedia.org/resource/Newtown,_Bucks_County,_Pennsylvania"
"","Brandon Hartson","http://dbpedia.org/resource/Houston_Cougars_football"
"http://dbpedia.org/resource/Dakota_Dunes,_South_Dakota","Brandon Wegher","http://dbpedia.org/resource/Dakota_Dunes,_South_Dakota"
"http://dbpedia.org/resource/Youngstown,_Ohio","Braylon Heard","http://dbpedia.org/resource/Youngstown,_Ohio"
"http://dbpedia.org/resource/Fayetteville,_North_Carolina","Brent Sexton (American football)","http://dbpedia.org/resource/Fayetteville,_North_Carolina"
"http://dbpedia.org/resource/Moorpark,_California","Brian Blechen","http://dbpedia.org/resource/Moorpark,_California"
"http://dbpedia.org/resource/Moscow,_Idaho","Bryce Callahan","http://dbpedia.org/resource/Moscow,_Idaho"
"","Bull Polisky",""
"http://dbpedia.org/resource/Demopolis,_Alabama","Burton Gray Allen","http://dbpedia.org/resource/Demopolis,_Alabama"
"http://dbpedia.org/resource/Paterson,_New_Jersey","Cam Thomas (cornerback)","http://dbpedia.org/resource/Paterson,_New_Jersey"
"http://dbpedia.org/resource/Berwyn,_Illinois","Cameron Meredith","http://dbpedia.org/resource/Berwyn,_Illinois"
"http://dbpedia.org/resource/Jonesboro,_Georgia","Cameron Sutton","http://dbpedia.org/resource/Jonesboro,_Georgia"
