"Wikipage revision ID","label","Wikipage page ID"
"682916154","CMLL 82nd Anniversary Show","47313350"
"683839802","Héroes Inmortales IX","47483356"
"678558386","Starrcade (1984)","47212192"
"","All Star Extravaganza VII","47649195"
"680318822","Beach Blast (1992)","47714926"
"680312303","Beach Blast (1993)","47714951"
"677090047","CMLL Entre el Cielo y el Infierno","47132328"
"679537016","Fear & Loathing VIII","47719547"
"683569984","Glory By Honor XIV","47894193"
"673751905","Mark Curtis Memorial Weekend of Champions","47344223"
"","NXT Takeover: Brooklyn",""
"","NXT TakeOver: London",""
"","NXT TakeOver: Respect",""
"","NXT TakeOver: Unstoppable",""
"676613031","Sin Salida (2015)","47122387"
"678950670","Starrcade (1986)","47667599"
"681232901","Starrcade (1992)","47667879"
"683463073","The Lorraine Kelly Experience","47970043"
"680608601","Triplemanía XXIII","47131361"
"679375158","WrestleWar (1990)","47714983"
