"http://dbpedia.org/ontology/piercing","piercing:","","5"
"http://dbpedia.org/ontology/sexualOrientation","neigung:","","3"
"http://dbpedia.org/ontology/language","sprachen:","","10"
"http://dbpedia.org/ontology/bodyStyle","bh-gr&ouml;&szlig;e:","","6"
"http://dbpedia.org/ontology/bodyStyle","Größe","","1"
"http://dbpedia.org/ontology/bodyStyle","scham:","","9"
"http://dbpedia.org/ontology/age","alter","","0"
"http://dbpedia.org/ontology/gender","geschlecht:","","2"
"http://dbpedia.org/ontology/eyeColor","augen:","","8"
"http://dbpedia.org/ontology/hairColor","haare:","","4"
"http://dbpedia.org/ontology/colorChart","hautfarbe:","","7"
