"http://dbpedia.org/ontology/hairColor","Hair","","6"
"http://dbpedia.org/ontology/ethnicity","Ethnicity","","3"
"http://dbpedia.org/ontology/sexualOrientation","Sexuality","","2"
"http://dbpedia.org/ontology/age","Age","","1"
"http://dbpedia.org/ontology/religion","Religion","","11"
"http://dbpedia.org/ontology/gender","Gender","","0"
"http://dbpedia.org/ontology/address","Location","","9"
"http://dbpedia.org/ontology/Person/height","Height","","4"
"http://dbpedia.org/ontology/bodyStyle","Build","","5"
"http://dbpedia.org/ontology/education","Education","","10"
"http://dbpedia.org/ontology/child","Children","","12"
