tableId,propertyIdentified,correctly,falsePositives,notIdentified,seedListContains,executionTimeFull,executionTimePure,disambiguationTime,classSearchTime,propertySearchTime
68779923_2_1000046510804975562.csv,http://dbpedia.org/ontology/abstract,0,1,1,0,6.324399948120117,0.002240896224975586,3.0518369674682617,0.3235740661621094,2.9467480182647705
14575591_0_5962885285845713108.csv,http://purl.org/dc/terms/subject,0,1,0,0,3.77810001373291,0.0013930797576904297,2.202543020248413,0.44745588302612305,1.1267080307006836
96971074_0_2380250642274572846.csv,,0,0,0,0,2.0612099170684814,0.0011339187622070312,2.0600569248199463,1.4066696166992188e-05,5.0067901611328125e-06
9353071_0_969221250383056227.csv,,0,0,0,0,0.505014181137085,0.0009489059448242188,0.5040571689605713,5.0067901611328125e-06,3.0994415283203125e-06
94145647_0_4411495338698364870.csv,,0,0,0,0,1.1805579662322998,0.0013353824615478516,1.1792118549346924,6.9141387939453125e-06,3.814697265625e-06
21547990_0_4278595903015489107.csv,http://dbpedia.org/property/location|http://dbpedia.org/ontology/country|http://dbpedia.org/ontology/populationPlace,0,3,0,0,30.349708080291748,0.004286050796508789,3.259582996368408,1.5752179622650146,25.510621070861816
15525140_24_4037246854219698153.csv,,0,0,0,0,0.4214291572570801,0.0006320476531982422,0.4207899570465088,4.0531158447265625e-06,3.0994415283203125e-06
71137051_0_8039724067857124984.csv,,0,0,0,0,3.633848190307617,0.0009710788726806641,3.632858991622925,1.4066696166992188e-05,4.0531158447265625e-06
9348099_0_390574653830621671.csv,,0,0,1,0,2.1552789211273193,0.0015587806701660156,2.153701066970825,1.5020370483398438e-05,4.0531158447265625e-06
76279179_0_1206538098393858428.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,1,1,1,5.892566919326782,0.0008757114410400391,4.037981033325195,0.3961770534515381,1.4575331211090088
40387275_6_6191495397368895712.csv,http://dbpedia.org/ontology/abstract,0,1,0,0,20.26296091079712,0.002819061279296875,3.9564990997314453,1.486029863357544,14.817612886428833
7207849_0_1015109135224818932.csv,,0,0,0,0,6.106235027313232,0.0007910728454589844,6.105425119400024,1.3828277587890625e-05,5.0067901611328125e-06
30103516_1_7626625507688323656.csv,,0,0,0,0,1.1324729919433594,0.0009360313415527344,1.1315250396728516,7.867813110351562e-06,4.0531158447265625e-06
28788428_0_7847978656182431680.csv,,0,0,1,0,1.5578770637512207,0.001354217529296875,1.5565059185028076,1.1920928955078125e-05,5.0067901611328125e-06
34119774_0_289423522044280059.csv,,0,0,0,0,1.794847011566162,0.0012331008911132812,1.7935988903045654,1.0967254638671875e-05,4.0531158447265625e-06
39650055_5_7135804139753401681.csv,,0,0,1,0,2.107717990875244,0.0011768341064453125,2.1065220832824707,1.4066696166992188e-05,5.0067901611328125e-06
20986241_116_7013408060096179711.csv,,0,0,0,0,0.6920878887176514,0.0009338855743408203,0.6911439895629883,7.152557373046875e-06,2.86102294921875e-06
31872906_0_6106277903085193669.csv,,0,0,1,0,1.3758351802825928,0.0008144378662109375,1.2107880115509033,0.1642289161682129,3.814697265625e-06
64207896_0_3206705146602325658.csv,,0,0,0,0,5.304924011230469,0.0014348030090332031,2.9090750217437744,0.2455580234527588,2.1488561630249023
5002114_6_4320409333965117351.csv,http://dbpedia.org/ontology/abstract,0,1,1,1,14.01550817489624,0.002846240997314453,3.9734251499176025,1.4359159469604492,8.603320837020874
64626513_0_6402630457637049755.csv,http://dbpedia.org/ontology/wikiPageExternalLink,0,1,0,0,16.172020196914673,0.0022521018981933594,4.0777270793914795,1.1834709644317627,10.908570051193237
98786033_0_3931553788835402240.csv,,0,0,0,0,0.37612104415893555,0.0009717941284179688,0.299483060836792,0.07566308975219727,3.0994415283203125e-06
90593344_0_8311455501234425088.csv,,0,0,1,0,1.9998059272766113,0.0020067691802978516,1.9977800846099854,1.4066696166992188e-05,5.0067901611328125e-06
60527660_0_4311923120030730708.csv,,0,0,0,0,4.450215816497803,0.0009620189666748047,4.449237823486328,1.0967254638671875e-05,5.0067901611328125e-06
83987849_0_5969920363690793217.csv,http://dbpedia.org/property/nationality,0,1,1,0,21.477998971939087,0.001226186752319336,3.2643778324127197,0.40825915336608887,17.80413579940796
31135207_0_1440209822839624711.csv,,0,0,1,1,24.736552000045776,0.003935098648071289,3.3607170581817627,1.3419189453125,20.029980897903442
87684775_0_3688301103288332064.csv,,0,0,0,0,4.975293874740601,0.0012049674987792969,3.260413885116577,0.30866503715515137,1.4050099849700928
63504330_0_8522180319329276399.csv,,0,0,0,0,0.6897130012512207,0.0006442070007324219,0.6890599727630615,5.9604644775390625e-06,2.86102294921875e-06
52982899_0_5726315103246010014.csv,http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract,0,5,1,0,25.748514890670776,0.0020797252655029297,3.244655132293701,1.2937870025634766,21.207993030548096
5920491_0_3348835015780600788.csv,http://dbpedia.org/property/location,0,1,1,0,25.81927800178528,0.0037758350372314453,3.3604960441589355,1.7241661548614502,20.73083996772766
75686837_0_7143521782053477488.csv,,0,0,0,0,1.6487061977386475,0.0012402534484863281,0.853456974029541,0.08090901374816895,0.7130999565124512
37222124_0_2523821086878486427.csv,,0,0,0,0,3.934385061264038,0.000989675521850586,3.9333741664886475,1.621246337890625e-05,5.0067901611328125e-06
41839679_0_3009344178474568371.csv,,0,0,0,0,3.180360794067383,0.0011017322540283203,3.1792399883270264,1.4066696166992188e-05,5.0067901611328125e-06
91412091_0_7825290509158569518.csv,,0,0,0,0,0.39706897735595703,0.0012388229370117188,0.39581918716430664,5.9604644775390625e-06,5.0067901611328125e-06
67044147_3_2407225246443640173.csv,,0,0,0,0,7.008162021636963,0.001878976821899414,1.828057050704956,0.7753429412841797,4.402883052825928
38825076_4_4240132090463534680.csv,,0,0,0,0,1.1426911354064941,0.001308441162109375,1.1413698196411133,9.059906005859375e-06,3.814697265625e-06
48154773_2_8458867040172221682.csv,,0,0,0,0,1.6128690242767334,0.0010180473327636719,1.6118340492248535,1.1920928955078125e-05,5.0067901611328125e-06
62225043_0_1859194456424768736.csv,,0,0,1,0,3.186962842941284,0.00086212158203125,3.186081886291504,1.3828277587890625e-05,5.0067901611328125e-06
34061753_1_7120939110353093152.csv,,0,0,0,0,3.3034069538116455,0.0011162757873535156,0.7570528984069824,0.3193237781524658,2.2259140014648438
25596525_7_8049218440277756227.csv,,0,0,0,0,0.823681116104126,0.000978231430053711,0.8226940631866455,5.9604644775390625e-06,2.86102294921875e-06
43619692_1_8695615891377032939.csv,,0,0,0,0,1.538057804107666,0.001425027847290039,1.536620855331421,8.821487426757812e-06,3.0994415283203125e-06
15432418_0_1240151322836769987.csv,,0,0,0,0,0.3269309997558594,0.0006361007690429688,0.32628703117370605,5.0067901611328125e-06,2.86102294921875e-06
17871230_1_6194965835407257694.csv,,0,0,1,0,3.0231130123138428,0.0018181800842285156,3.0212759971618652,1.3828277587890625e-05,5.0067901611328125e-06
36011298_0_6854642860526463972.csv,,0,0,1,0,0.5774281024932861,0.00131988525390625,0.5760982036590576,5.9604644775390625e-06,4.0531158447265625e-06
31786950_6_6643972137715983094.csv,,0,0,0,0,0.36475300788879395,0.0007228851318359375,0.36402201652526855,5.0067901611328125e-06,3.0994415283203125e-06
12125836_0_1134348206297032434.csv,,0,0,1,0,3.2430548667907715,0.0014111995697021484,3.2416248321533203,1.3828277587890625e-05,5.0067901611328125e-06
2066887_0_746204117268168398.csv,http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/abstract,0,3,1,0,4.624766111373901,0.0009381771087646484,3.751060962677002,0.16466689109802246,0.7081000804901123
44714784_0_9148174727002289290.csv,,0,0,0,0,4.621999979019165,0.0012760162353515625,3.6404619216918945,0.9802570343017578,5.0067901611328125e-06
55150207_16_3215605693899991922.csv,,0,0,0,0,0.4865610599517822,0.0008170604705810547,0.4857349395751953,5.9604644775390625e-06,3.0994415283203125e-06
23525318_0_7885756089060858697.csv,http://dbpedia.org/property/currencyCode,0,1,0,0,39.56296396255493,0.0023729801177978516,3.267404079437256,1.2221450805664062,35.07104182243347
64453534_0_2231985329462980688.csv,,0,0,1,0,1.3781590461730957,0.0012049674987792969,1.2928590774536133,0.0840909481048584,4.0531158447265625e-06
36508695_2_4137125988909119946.csv,http://www.w3.org/2000/01/rdf-schema#comment|http://dbpedia.org/ontology/thumbnail,0,2,1,0,15.795045137405396,0.0016791820526123047,3.5390849113464355,0.841508150100708,11.41277289390564
82726631_0_8916527354641308381.csv,,0,0,0,0,0.6862289905548096,0.0007023811340332031,0.6855149269104004,7.867813110351562e-06,3.814697265625e-06
17362344_1_5095929604749154053.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://dbpedia.org/ontology/abstract,0,2,1,0,23.875128030776978,0.0022847652435302734,4.875286102294922,1.2266700267791748,17.77088713645935
83532490_1_8333702357543616751.csv,,0,0,0,0,1.4155380725860596,0.0006859302520751953,1.4148380756378174,1.0013580322265625e-05,4.0531158447265625e-06
15083191_0_8241448979933321195.csv,,0,0,0,0,2.87260103225708,0.0010509490966796875,2.474187135696411,0.3973579406738281,5.0067901611328125e-06
7866138_0_3576557501117896371.csv,,0,0,0,0,0.1960899829864502,0.0012447834014892578,0.1948380470275879,4.0531158447265625e-06,3.0994415283203125e-06
14354060_0_2913685180675424978.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,1,1,0,2.888787031173706,0.0011069774627685547,2.0377731323242188,0.08372211456298828,0.7661848068237305
62958765_0_3674859967182781097.csv,,0,0,0,0,3.421151876449585,0.0009608268737792969,2.2513480186462402,1.1688389778137207,4.0531158447265625e-06
17627487_0_7482364338839093515.csv,,0,0,0,0,0.2900228500366211,0.0011031627655029297,0.2889118194580078,5.0067901611328125e-06,2.86102294921875e-06
38552884_0_7504620928763706132.csv,,0,0,0,0,0.9716730117797852,0.0011219978332519531,0.9705400466918945,7.152557373046875e-06,3.814697265625e-06
73146534_0_2437590818976170846.csv,,0,0,0,0,0.8850469589233398,0.001107931137084961,0.8839290142059326,5.9604644775390625e-06,4.0531158447265625e-06
3876573_0_5902554158837152331.csv,http://dbpedia.org/property/combatant|http://dbpedia.org/property/languages,0,2,1,0,30.06769895553589,0.0030999183654785156,3.35168194770813,1.4995169639587402,25.21340012550354
73329570_0_6585265340512320118.csv,,0,0,0,0,2.1283931732177734,0.0007798671722412109,2.127601146697998,8.106231689453125e-06,4.0531158447265625e-06
93282452_50_2022610686980235524.csv,,0,0,0,0,1.689223051071167,0.0011801719665527344,1.68802809715271,1.0967254638671875e-05,3.814697265625e-06
53445890_1_3674988499038067538.csv,,0,0,0,0,1.6461031436920166,0.0009129047393798828,1.6451752185821533,1.0967254638671875e-05,4.0531158447265625e-06
9155607_0_3860438754576233830.csv,,0,0,0,0,1.5406339168548584,0.0007278919219970703,1.5398938655853271,8.106231689453125e-06,4.0531158447265625e-06
66986032_1_2775601573719835514.csv,,0,0,0,0,0.9016759395599365,0.001251220703125,0.9004149436950684,5.9604644775390625e-06,3.814697265625e-06
24859353_0_7027810986004269522.csv,,0,0,1,0,4.8331139087677,0.0014088153839111328,3.2815849781036377,1.5501151084899902,5.0067901611328125e-06
89892933_0_8247479835926862600.csv,,0,0,0,0,4.497838020324707,0.0011157989501953125,3.1352531909942627,1.361464023590088,5.0067901611328125e-06
61714447_0_2408934031491056964.csv,,0,0,0,0,3.160801887512207,0.0008251667022705078,3.1599628925323486,1.0013580322265625e-05,3.814697265625e-06
41346299_0_5222632701245297340.csv,,0,0,0,0,0.9683799743652344,0.001007080078125,0.6545240879058838,0.31284594535827637,2.86102294921875e-06
24074438_0_5878229540726224471.csv,,0,0,1,0,5.3455810546875,0.001194000244140625,3.5897228717803955,0.24075913429260254,1.5139050483703613
60756411_0_463101439270968728.csv,,0,0,0,0,0.690047025680542,0.0007970333099365234,0.45355796813964844,0.2356891632080078,2.86102294921875e-06
61086277_0_5431539545753310611.csv,,0,0,0,0,1.2550101280212402,0.0008158683776855469,1.254183053970337,8.106231689453125e-06,3.0994415283203125e-06
27411298_0_6391178424656872117.csv,http://dbpedia.org/ontology/wikiPageExternalLink|http://dbpedia.org/property/country,0,2,1,1,42.26149296760559,0.0032570362091064453,3.2811219692230225,1.5384509563446045,37.43866300582886
58480457_0_4976666994701664315.csv,,0,0,0,0,0.722404956817627,0.001111745834350586,0.7212820053100586,8.106231689453125e-06,3.0994415283203125e-06
40643655_0_1197576731513171589.csv,,0,0,0,0,0.45586395263671875,0.0024268627166748047,0.4534289836883545,5.0067901611328125e-06,3.0994415283203125e-06
27100349_0_4569354779422013472.csv,,0,0,1,0,0.8891429901123047,0.0011138916015625,0.8880200386047363,5.9604644775390625e-06,3.0994415283203125e-06
32936911_79_1142044601974469341.csv,,0,0,0,0,0.47783803939819336,0.0009913444519042969,0.4768378734588623,5.9604644775390625e-06,2.86102294921875e-06
28981185_0_4400650637320353140.csv,,0,0,0,0,0.6319308280944824,0.0006508827209472656,0.6312720775604248,5.0067901611328125e-06,2.86102294921875e-06
37856682_0_6818907050314633217.csv,http://dbpedia.org/ontology/abstract,0,1,0,0,6.987445831298828,0.0016417503356933594,3.813364028930664,0.7409970760345459,2.431442975997925
20886950_0_139024002426598867.csv,,0,0,0,0,6.484530925750732,0.0011410713195800781,6.48337197303772,1.2874603271484375e-05,5.0067901611328125e-06
92559788_0_507775366092031581.csv,http://dbpedia.org/ontology/location|http://dbpedia.org/ontology/country|http://dbpedia.org/ontology/country|http://dbpedia.org/ontology/location,0,4,1,0,64.92984104156494,0.0039081573486328125,3.782762050628662,1.5777828693389893,59.56538796424866
29414811_13_8724394428539174350.csv,,0,0,1,0,1.7238259315490723,0.0011529922485351562,1.722656011581421,1.1920928955078125e-05,5.0067901611328125e-06
55961337_0_6548713781034932742.csv,http://dbpedia.org/property/currency|http://dbpedia.org/property/currencyCode|http://dbpedia.org/ontology/abstract|http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,4,1,0,11.047683954238892,0.0013697147369384766,3.542922019958496,0.41712117195129395,7.086271047592163
44942480_0_2396126158991576450.csv,,0,0,0,0,2.837174892425537,0.0016369819641113281,2.835520029067993,1.4066696166992188e-05,3.814697265625e-06
37766292_0_8154499853610546668.csv,,0,0,0,0,1.5797069072723389,0.0012731552124023438,1.578420877456665,8.821487426757812e-06,4.0531158447265625e-06
66331605_0_697628901562774965.csv,,0,0,0,0,2.9086718559265137,0.0011758804321289062,2.9074769020080566,1.4066696166992188e-05,5.0067901611328125e-06
34574938_0_498813987749776643.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/1999/02/22-rdf-syntax-ns#type,0,2,0,0,9.786577939987183,0.001773834228515625,3.5671370029449463,1.1999070644378662,5.0177600383758545
19655010_0_660968701335909436.csv,,0,0,0,0,0.9933791160583496,0.002293109893798828,0.9910740852355957,7.867813110351562e-06,4.0531158447265625e-06
81018286_0_4591208644539747649.csv,,0,0,0,0,1.5573070049285889,0.0011723041534423828,1.4718329906463623,0.08414793014526367,0.0001537799835205078
