tableId,subjectColumn,subjectColumnCorrect,propertyIdentified,correctly,falsePositives,notIdentified,seedListContains,executionTimeFull,executionTimePure,disambiguationTime,classSearchTime,propertySearchTime
68779923_2_1000046510804975562.csv,,False,,0,0,1,0,0,0,0,0,0
14575591_0_5962885285845713108.csv,,False,,0,0,0,0,0,0,0,0,0
96971074_0_2380250642274572846.csv,,False,,0,0,0,0,0,0,0,0,0
9353071_0_969221250383056227.csv,,False,,0,0,0,0,0,0,0,0,0
94145647_0_4411495338698364870.csv,,False,,0,0,0,0,0,0,0,0,0
21547990_0_4278595903015489107.csv,,False,,0,0,0,0,0,0,0,0,0
15525140_24_4037246854219698153.csv,,False,,0,0,0,0,0,0,0,0,0
71137051_0_8039724067857124984.csv,,False,,0,0,0,0,0,0,0,0,0
9348099_0_390574653830621671.csv,4,False,http://www.w3.org/2000/01/rdf-schema#label,0,1,1,0,1.652214765548706,0.0048427581787109375,0,1.64729905128479,7.295608520507812e-05
76279179_0_1206538098393858428.csv,1,False,http://dbpedia.org/ontology/type|http://www.w3.org/2000/01/rdf-schema#label,0,2,1,0,6.051396131515503,0.002883434295654297,0,1.5954668521881104,4.453045845031738
40387275_6_6191495397368895712.csv,0,True,http://dbpedia.org/ontology/abstract|http://www.w3.org/2000/01/rdf-schema#label,0,2,0,0,19.796438932418823,0.008097648620605469,0,2.8357961177825928,16.952545166015625
7207849_0_1015109135224818932.csv,,False,,0,0,0,0,0,0,0,0,0
30103516_1_7626625507688323656.csv,,False,,0,0,0,0,0,0,0,0,0
28788428_0_7847978656182431680.csv,2,False,http://www.w3.org/1999/02/22-rdf-syntax-ns#type|http://www.w3.org/2000/01/rdf-schema#label,0,2,1,0,18.313956022262573,0.0057790279388427734,0,1.75441312789917,16.55376386642456
34119774_0_289423522044280059.csv,,False,,0,0,0,0,0,0,0,0,0
39650055_5_7135804139753401681.csv,,False,,0,0,1,0,0,0,0,0,0
20986241_116_7013408060096179711.csv,,False,,0,0,0,0,0,0,0,0,0
31872906_0_6106277903085193669.csv,,False,,0,0,1,0,0,0,0,0,0
64207896_0_3206705146602325658.csv,,False,,0,0,0,0,0,0,0,0,0
5002114_6_4320409333965117351.csv,0,True,http://dbpedia.org/ontology/abstract|http://www.w3.org/2000/01/rdf-schema#label,0,2,1,1,11.179485082626343,0.007724285125732422,0,2.73363995552063,8.43812084197998
64626513_0_6402630457637049755.csv,,False,,0,0,0,0,0,0,0,0,0
98786033_0_3931553788835402240.csv,0,True,http://www.w3.org/2000/01/rdf-schema#label,0,1,0,0,0.07480311393737793,0.0020101070404052734,0,0.0727839469909668,9.059906005859375e-06
90593344_0_8311455501234425088.csv,,False,,0,0,1,0,0,0,0,0,0
60527660_0_4311923120030730708.csv,,False,,0,0,0,0,0,0,0,0,0
83987849_0_5969920363690793217.csv,,False,,0,0,1,0,0,0,0,0,0
31135207_0_1440209822839624711.csv,,False,,0,0,1,0,0,0,0,0,0
