"http://dbpedia.org/resource/Samoa","western samoa","130"
"http://dbpedia.org/resource/South_Africa","south africa","107"
"http://dbpedia.org/resource/Mexico","mexico","76"
"http://dbpedia.org/resource/Netherlands","netherlands","81"
"http://dbpedia.org/resource/Belgium","belgium","10"
"http://dbpedia.org/resource/Canada","canada","18"
"http://dbpedia.org/resource/Nepal","nepal","80"
"http://dbpedia.org/resource/Portugal","portugal","93"
"http://dbpedia.org/resource/South_Korea","south korea","108"
"http://dbpedia.org/resource/Argentina","argentina","4"
"http://dbpedia.org/resource/Austria","austria","6"
"http://dbpedia.org/resource/Republic_of_the_Congo","congo","25"
"http://dbpedia.org/resource/Finland","finland","39"
"http://dbpedia.org/resource/Vietnam","vietnam","129"
"http://dbpedia.org/resource/Iraq","iraq","57"
"http://dbpedia.org/resource/Somalia","somalia","106"
"http://dbpedia.org/resource/Nicaragua","nicaragua","83"
"http://dbpedia.org/resource/Romania","romania","95"
"http://dbpedia.org/resource/Brunei","brunei","15"
"http://dbpedia.org/resource/Saudi_Arabia","saudi arabia","96"
"http://dbpedia.org/resource/Benin","benin","12"
"http://dbpedia.org/resource/New_Zealand","new zealand","82"
"http://dbpedia.org/resource/Luxembourg","luxembourg","68"
"http://dbpedia.org/resource/Dominican_Republic","dominican rep.","33"
"http://dbpedia.org/resource/Norway","norway","85"
"http://dbpedia.org/resource/Qatar","qatar","94"
"http://dbpedia.org/resource/Bahrain","bahrain","8"
"http://dbpedia.org/resource/Sweden","sweden","113"
"http://dbpedia.org/resource/Seychelles","seychelles","99"
"http://dbpedia.org/resource/Ivory_Coast","ivory coast","61"
"http://dbpedia.org/resource/Israel","israel","59"
"http://dbpedia.org/resource/Lebanon","lebanon","67"
"http://dbpedia.org/resource/United_Arab_Emirates","united arab emir.","124"
"http://dbpedia.org/resource/Italy","italy","60"
"http://dbpedia.org/resource/Guinea","guinea","48"
"http://dbpedia.org/resource/Jordan","jordan","64"
"http://dbpedia.org/resource/Sierra_Leone","sierra leone","101"
"http://dbpedia.org/resource/Mauritius","mauritius","75"
"http://dbpedia.org/resource/Cayman_Islands","cayman islands","19"
"http://dbpedia.org/resource/Montenegro","montenegro","78"
"http://dbpedia.org/resource/Sudan","sudan","111"
"http://dbpedia.org/resource/Venezuela","country","100"
"http://dbpedia.org/resource/Iceland","iceland","54"
"http://dbpedia.org/resource/Germany","germany","44"
"http://dbpedia.org/resource/Bolivia","bolivia","13"
"http://dbpedia.org/resource/Central_African_Republic","central african rep.","20"
"http://dbpedia.org/resource/Uruguay","uruguay","127"
"http://dbpedia.org/resource/Cuba","cuba","27"
"http://dbpedia.org/resource/Philippines","philippines","91"
"http://dbpedia.org/resource/Taiwan","taiwan","116"
