"http://dbpedia.org/resource/Luxembourg","luxembourg","10"
"http://dbpedia.org/resource/Libya","libyan arab jamahiriya","7"
"http://dbpedia.org/resource/Malta","malta","18"
"http://dbpedia.org/resource/Moldova","moldova republic of","25"
"http://dbpedia.org/resource/Netherlands","netherlands","36"
"http://dbpedia.org/resource/New_Zealand","new zealand","39"
"http://dbpedia.org/resource/Northern_Mariana_Islands","northern mariana islands","45"
"http://dbpedia.org/resource/Oman","oman","47"
"http://dbpedia.org/resource/Nauru","nauru","34"
"http://dbpedia.org/resource/Lithuania","lithuania","9"
"http://dbpedia.org/resource/Montserrat","montserrat","28"
"http://dbpedia.org/resource/Norfolk_Island","norfolk island","44"
"http://dbpedia.org/resource/Netherlands_Antilles","netherlands antilles","37"
"http://dbpedia.org/resource/Marshall_Islands","marshall islands","19"
"http://dbpedia.org/resource/Mauritius","mauritius","22"
"http://dbpedia.org/resource/Liechtenstein","liechtenstein","8"
"http://dbpedia.org/resource/Morocco","morocco","29"
"http://dbpedia.org/resource/Niue","niue","43"
"http://dbpedia.org/resource/Macau","macau","11"
"http://dbpedia.org/resource/Martinique","martinique","20"
"http://dbpedia.org/resource/Malawi","malawi","14"
"http://dbpedia.org/resource/Burma","myanmar","31"
"http://dbpedia.org/resource/Mauritania","mauritania","21"
"http://dbpedia.org/resource/Mozambique","mozambique","30"
"http://dbpedia.org/resource/Namibia","namibia (other)","33"
"http://dbpedia.org/resource/Mexico","mexico","23"
"http://dbpedia.org/resource/New_Caledonia","new caledonia","38"
"http://dbpedia.org/resource/Mali","mali","17"
"http://dbpedia.org/resource/Norway","norway","46"
"http://dbpedia.org/resource/Niger","niger","41"
"http://dbpedia.org/resource/Madagascar","madagascar","13"
"http://dbpedia.org/resource/Laos","lao people's democratic republic","1"
"http://dbpedia.org/resource/Nepal","nepal","35"
"http://dbpedia.org/resource/Monaco","monaco","26"
"http://dbpedia.org/resource/Lebanon","lebanon","3"
"http://dbpedia.org/resource/Lesotho","lesotho (other)","5"
"http://dbpedia.org/resource/Latvia","latvia","2"
"http://dbpedia.org/resource/Maldives","maldives","16"
"http://dbpedia.org/resource/Lesotho","lesotho","4"
"http://dbpedia.org/resource/Nigeria","nigeria","42"
"http://dbpedia.org/resource/Federated_States_of_Micronesia","micronesia","24"
"http://dbpedia.org/resource/Republic_of_Macedonia","macedonia the former yugoslav republic of","12"
"http://dbpedia.org/resource/Namibia","namibia","32"
"http://dbpedia.org/resource/Mongolia","mongolia","27"
"http://dbpedia.org/resource/Malaysia","malaysia","15"
"http://dbpedia.org/resource/Nicaragua","nicaragua","40"
"http://dbpedia.org/resource/Liberia","liberia","6"
