"http://dbpedia.org/resource/Central_African_Republic","central african republic","6"
"http://dbpedia.org/resource/Republic_of_the_Congo","congo","14"
"http://dbpedia.org/resource/Cape_Verde","cape verde","4"
"http://dbpedia.org/resource/Canada","canada","3"
"http://dbpedia.org/resource/Comoros","comoros","13"
"http://dbpedia.org/resource/Cocos_(Keeling)_Islands","cocos (keeling) islands","11"
"http://dbpedia.org/resource/Faroe_Islands","faeroe islands","37"
"http://dbpedia.org/resource/Cayman_Islands","cayman islands","5"
"http://dbpedia.org/resource/Ivory_Coast","cote d'ivoire","18"
"http://dbpedia.org/resource/Colombia","colombia","12"
"http://dbpedia.org/resource/Croatia","croatia","19"
"http://dbpedia.org/resource/Chile","chile","8"
"http://dbpedia.org/resource/China","china","9"
"http://dbpedia.org/resource/French_Southern_and_Antarctic_Lands","french southern territories","44"
"http://dbpedia.org/resource/France","france","41"
"http://dbpedia.org/resource/Falkland_Islands","falkland islands (malvinas)","38"
"http://dbpedia.org/resource/European_Union","european union","36"
"http://dbpedia.org/resource/Christmas_Island","christmas island","10"
"http://dbpedia.org/resource/Chad","chad","7"
"http://dbpedia.org/resource/Cambodia","cambodia","1"
"http://dbpedia.org/resource/French_Polynesia","french polynesia","43"
"http://dbpedia.org/resource/Djibouti","djibouti","25"
"http://dbpedia.org/resource/Eritrea","eritrea","34"
"http://dbpedia.org/resource/Fiji","fiji","39"
"http://dbpedia.org/resource/Cook_Islands","cook islands","16"
"http://dbpedia.org/resource/Finland","finland","40"
"http://dbpedia.org/resource/Dominica","dominica","26"
"http://dbpedia.org/resource/East_Timor","east timor","28"
"http://dbpedia.org/resource/Cyprus","cyprus","21"
"http://dbpedia.org/resource/Ethiopia","ethiopia","35"
"http://dbpedia.org/resource/Dominican_Republic","dominican republic","27"
"http://dbpedia.org/resource/Czech_Republic","czech republic","23"
"http://dbpedia.org/resource/French_Guiana","french guiana","42"
"http://dbpedia.org/resource/Cuba","cuba","20"
"http://dbpedia.org/resource/Egypt","egypt","30"
"http://dbpedia.org/resource/Equatorial_Guinea","equatorial guinea","32"
"http://dbpedia.org/resource/Democratic_Republic_of_the_Congo","congo the democratic republic of","15"
"http://dbpedia.org/resource/Ecuador","ecuador","29"
"http://dbpedia.org/resource/Cameroon","cameroon","2"
"http://dbpedia.org/resource/Northern_Cyprus","cyprus - trnc","22"
"http://dbpedia.org/resource/Denmark","denmark","24"
"http://dbpedia.org/resource/Costa_Rica","costa rica","17"
"http://dbpedia.org/resource/El_Salvador","el salvador","31"
"http://dbpedia.org/resource/Estonia","estonia","33"
