"label"
"Roman Catholic Archdiocese of Southwark"
"Roman Catholic Archdiocese of São Sebastião do Rio de Janeiro"
"Roman Catholic Archdiocese of Tunis"
"Roman Catholic Archdiocese of Udine"
"Roman Catholic Archdiocese of Washington"
"Roman Catholic Diocese of Albany"
"Roman Catholic Diocese of Andong"
"Roman Catholic Diocese of Arecibo"
"Roman Catholic Diocese of Awgu"
"Roman Catholic Diocese of Ban Mê Thuột"
"Roman Catholic Diocese of Banja Luka"
"Roman Catholic Diocese of Baton Rouge"
"Roman Catholic Diocese of Beauvais"
"Roman Catholic Diocese of Busan"
"Roman Catholic Diocese of Caguas"
"Roman Catholic Diocese of Caroline Islands"
"Roman Catholic Diocese of Chalan Kanoa"
"Roman Catholic Diocese of Chanthaburi"
"Roman Catholic Diocese of Charlotte"
"Roman Catholic Diocese of Cheju"
