"Wikipage page ID","Wikipage revision ID","label"
"4019615","597456971","Olivet cendré"
"3747581","615976470","Rodoric"
"27823850","682966853","Port wine cheese"
"","","Manouri"
"16946512","663548896","Schmear"
"17421360","670787173","Kadchgall"
"","",""
"15722694","630489896","Yak (queijo)"
"44931450","656141914","Pecorino di Filiano"
"","","Rochebaron"
"","","The Great British Cheese Festival"
"","","Mató"
"4020964","602349228","Chaubier"
"4025851","660071665","Carré de l'Est"
"11986484","624580078","Gevrik"
"1060212","673950633","Liederkranz cheese"
"1545492","680266351","Neufchâtel cheese"
"276168","572820220","Lappi cheese"
"1338870","675885663","Romano cheese"
"17526723","645587592","Cathedral City Cheddar"
