"Wikipage revision ID","label","Wikipage page ID"
"659433288","1959年4月8日日食","25355851"
"655088792","Éclipse solaire du 26 décembre 2038","25333344"
"659433883","2044年2月28日日食","25356145"
"659435343","1950年3月18日日食","25356034"
"659433622","1918年12月3日日食","25580208"
"659436286","2068年11月24日日食","25476242"
"659434160","2094年1月16日日食","25522875"
"655090659","Sonnenfinsternis vom 13. Juli 2018","25164477"
"659433335","Éclipse solaire du 9 avril 2043","25356073"
"663212487","2091年8月15日日食","25393287"
"663212879","1987年9月23日日食","25355069"
"659434624","1906年7月21日日食","25579709"
"659436605","1957年10月23日日食","25355883"
"659433711","1934年2月14日日食","25208603"
"659434656","Sonnenfinsternis vom 23. Juli 2093","25522892"
"659436303","Éclipse solaire du 25 novembre 2030","25260200"
"659434199","1917年1月23日日食","25592969"
"671935281","2095年6月2日日食","25522870"
"659435191","1889年6月28日日食","25560252"
"659436850","2099年9月14日日食","25208218"
