"http://dbpedia.org/resource/British_Indian_Ocean_Territory","british indian ocean territory (other)","32"
"http://dbpedia.org/resource/Afghanistan","afghanistan","1"
"http://dbpedia.org/resource/British_Indian_Ocean_Territory","british indian ocean territory","31"
"http://dbpedia.org/resource/Burundi","burundi","36"
"http://dbpedia.org/resource/Andorra","andorra","5"
"http://dbpedia.org/resource/Bermuda","bermuda","24"
"http://dbpedia.org/resource/Bhutan","bhutan","25"
"http://dbpedia.org/resource/Burkina_Faso","burkina faso","35"
"http://dbpedia.org/resource/Bahrain","bahrain","17"
"http://dbpedia.org/resource/Bulgaria","bulgaria","34"
"http://dbpedia.org/resource/Algeria","algeria","3"
"http://dbpedia.org/resource/Belize","belize","22"
"http://dbpedia.org/resource/Barbados","barbados","19"
"http://dbpedia.org/resource/Armenia","armenia","11"
"http://dbpedia.org/resource/Aruba","aruba","12"
"http://dbpedia.org/resource/The_Bahamas","bahamas","16"
"http://dbpedia.org/resource/Botswana","botswana","28"
"http://dbpedia.org/resource/Albania","albania","2"
"http://dbpedia.org/resource/Bhutan","bhutan (other)","26"
"http://dbpedia.org/resource/Brunei","brunei darussalam","33"
"http://dbpedia.org/resource/Belarus","belarus","20"
"http://dbpedia.org/resource/Australia","australia","13"
"http://dbpedia.org/resource/Azerbaijan","azerbaijan","15"
"http://dbpedia.org/resource/Anguilla","anguilla","7"
"http://dbpedia.org/resource/Argentina","argentina","10"
"http://dbpedia.org/resource/Bangladesh","bangladesh","18"
"http://dbpedia.org/resource/Benin","benin","23"
"http://dbpedia.org/resource/Antigua_and_Barbuda","antigua and barbuda","9"
"http://dbpedia.org/resource/Bouvet_Island","bouvet island","29"
"http://dbpedia.org/resource/Angola","angola","6"
"http://dbpedia.org/resource/Antarctica","antarctica","8"
"http://dbpedia.org/resource/American_Samoa","american samoa","4"
"http://dbpedia.org/resource/Belgium","belgium","21"
"http://dbpedia.org/resource/Brazil","brazil","30"
"http://dbpedia.org/resource/Bosnia_and_Herzegovina","bosnia and herzegovina","27"
"http://dbpedia.org/resource/Austria","austria","14"
