"http://dbpedia.org/resource/South_Korea","south korea","43"
"http://dbpedia.org/resource/Lebanon","lebanon","29"
"http://dbpedia.org/resource/Canada","canada","9"
"http://dbpedia.org/resource/Hungary","hungary","20"
"http://dbpedia.org/resource/Philippines","philippines","35"
"http://dbpedia.org/resource/Turkey","turkey","49"
"http://dbpedia.org/resource/Taiwan","taiwan","47"
"http://dbpedia.org/resource/Mexico","mexico","31"
"http://dbpedia.org/resource/Denmark","denmark","14"
"http://dbpedia.org/resource/Fiji","fiji","17"
"http://dbpedia.org/resource/Venezuela","venezuela","51"
"http://dbpedia.org/resource/Slovakia","slovakia","41"
"http://dbpedia.org/resource/Jamaica","jamaica","25"
"http://dbpedia.org/resource/Poland","poland","36"
"http://dbpedia.org/resource/Sweden","sweden","45"
"http://dbpedia.org/resource/Argentina","argentina","2"
"http://dbpedia.org/resource/Czech_Republic","czech republic","13"
"http://dbpedia.org/resource/Kenya","kenya","28"
"http://dbpedia.org/resource/Israel","israel","24"
"http://dbpedia.org/resource/Brazil","brazil","7"
"http://dbpedia.org/resource/South_Africa","south africa","42"
"http://dbpedia.org/resource/Australia","australia","3"
"http://dbpedia.org/resource/India","india","22"
"http://dbpedia.org/resource/The_Bahamas","bahamas","4"
"http://dbpedia.org/resource/Barbados","barbados","5"
"http://dbpedia.org/resource/Pakistan","pakistan","34"
"http://dbpedia.org/resource/Jordan","jordan","27"
"http://dbpedia.org/resource/Chile","chile","10"
"http://dbpedia.org/resource/Russia","russia","38"
"http://dbpedia.org/resource/China","china","11"
"http://dbpedia.org/resource/Egypt","egypt","15"
"http://dbpedia.org/resource/New_Zealand","new zealand","32"
"http://dbpedia.org/resource/Sudan","sudan","44"
"http://dbpedia.org/resource/United_States","united states","50"
"http://dbpedia.org/resource/Cyprus","cyprus","12"
"http://dbpedia.org/resource/Singapore","singapore","40"
"http://dbpedia.org/resource/Bermuda","bermuda","6"
"http://dbpedia.org/resource/Iceland","iceland","21"
"http://dbpedia.org/resource/Bulgaria","bulgaria","8"
"http://dbpedia.org/resource/Saudi_Arabia","saudi arabia","39"
"http://dbpedia.org/resource/Malaysia","malaysia","30"
"http://dbpedia.org/resource/Japan","japan","26"
"http://dbpedia.org/resource/Romania","romania","37"
"http://dbpedia.org/resource/Hong_Kong","hong kong","19"
"http://dbpedia.org/resource/Thailand","thailand","48"
"http://dbpedia.org/resource/Switzerland","switzerland","46"
"http://dbpedia.org/resource/Norway","norway","33"
"http://dbpedia.org/resource/United_Kingdom","great britain","18"
"http://dbpedia.org/resource/Algeria","algeria","1"
"http://dbpedia.org/resource/Zambia","zambia","52"
"http://dbpedia.org/resource/Indonesia","indonesia","23"
