"Language","Language","Title"
"Japanese","Japanese","??? (?) Hagane"
"Mandarin Chinese","Mandarin Chinese","? / ? G?ng"
"Danish","Danish","St?l"
"Dutch","Dutch","Staal"
"Finnish","Finnish","Ter?s"
"French","French","Acier"
"German","German","Stahl"
"Greek","Greek","???????? Metallou"
"Hebrew","Hebrew","???? Plada"
"Indonesian","Indonesian","Baja"
"Italian","Italian","Acciaio"
"Korean","Korean","?? Gangcheol"
"Norwegian","Norwegian","St?l"
"Polish","Polish","Stalowy"
"Portuguese","Brazil","A?o SteelMetalMet?lico"
"Portuguese","Portugal","Metal"
"Russian","Russian","???????? Stal'noy"
"Spanish","Spanish","Acero"
"NULL","NULL","NULL"
