"2002","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2003","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2004","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2005","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2006","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2007","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2008","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2009","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2010","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2011","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
"2012","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
