"Language","Language","Title"
"Mandarin Chinese","Mandarin Chinese","?? T?ngbi?n"
"Danish","Danish","Slyngpisk"
"Dutch","Dutch","Roede"
"Finnish","Finnish","Piiskansivallus (M01)Rihmaisku (also used for String Shot)"
"French","French","Fouet Lianes"
"German","German","Rankenhieb"
"Greek","Greek","????? ????????"
"Hindi","Hindi","????? ?? ????? Lataak Ki Rassi"
"Indonesian","Indonesian","Cambuk Merambat"
"Italian","Italian","Frustata"
"Korean","Korean","??? Deonggul Chaejjik"
"Norwegian","Norwegian","Slyngepisk"
"Portuguese","Brazil","Chicote de Cip?Chicote de Vinha"
"Portuguese","Portugal","Chicote de Hera"
"Serbian","Serbian","Bi?evanje Lozom"
"Spanish","Spanish","L?tigo Cepa"
"NULL","NULL","NULL"
