"Bowling Statistics","Bowling Statistics","Bowling Statistics"
"NULL","Test","ODI"
"Matches Played","128","244"
"Overs","808.5","614.3"
"Maiden","171","11"
"Runs","2429","2938"
"Wickets","59","85"
"Best Bowling","5/40","5/24"
"Avg.","41.17","34.56"
"Eco.","3.00","4.78"
"St/R","82.25","43.38"
"3 wickets","-","0"
"5 wickets in an innings","1","-"
"10 wickets in a match","0","-"
"Catches / Stumps","181 / 0","108 / 0"
"View Head to head ODI Bowling statistics","View Head to head ODI Bowling statistics","View Head to head ODI Bowling statistics"
