"Add to Cart","$ 1994.63","Installed Users (1) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-I001+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 9390.70","Installed Users (5) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-I005+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 16914.98","Installed Users (10) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-I010+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 33148.09","Installed Users (20) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-I020+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 79808.80","Installed Users (50) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-I050+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 8010.51","Concurrent Users (1) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-C001+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 37548.25","Concurrent Users (5) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-C005+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 68007.50","Concurrent Users (10) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-C010+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 132680.38","Concurrent Users (20) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-C020+M2","Verify","Download&nbsp;(819.7 MB)"
"Add to Cart","$ 319848.68","Concurrent Users (50) + SMP (2 years)Mfr. Part No:&nbsp;S12P+M1-K12E-C050+M2","Verify","Download&nbsp;(819.7 MB)"
