"Country","Currency (Please click on currency for   more details)","NULL"
"Haiti","Gourde","&nbsp;"
"Honduras","Lempira","&nbsp;"
"Hong Kong","HK dollar","Order online"
"Hungary","Forint","Order online"
"Iceland","Krona","Order online"
"India","rupee","&nbsp;"
"Indonesia","Rupiah","Order online"
"Iran","Rial","&nbsp;"
"Iraq","New Iraqi dinar","&nbsp;"
"Ireland","Euro","Order online"
"Israel","shekel","Order online"
"Italy","Euro","Order online"
"Ivory Coast","CFA franc","&nbsp;"
"Jamaica","Jamaican $","Order online"
"Japan","Yen","Order online"
"Jordon","Dinar","Order online"
"Kazakhstan","Tenge","&nbsp;"
"Kenya","Shilling","Order online"
"Kiribati","Australian dollar","Order online"
"Kuwait","Dinar","&nbsp;"
"Kyrgyzstan","Som","&nbsp;"
