"NULL","NULL","NULL","NULL","NULL","NULL"
"251","piekary slaskie: shrine of the holy mother of ju","NULL","0","0","res vhs"
"610","(st.) edith stein","jewish converts","90","1996","vhs"
"12","1858: le film des apparitions","apparitions","85","2008","res dvd"
"63","1988-1991: the fall of the berlin wall","john paul ii the pope who made history (disc 2)","70","2006","dvd"
"94","1989: diocese of syracuse idea to image statue","religious art","0","0","res vhs"
"63","1992-1995: witness to peace","john paul ii the pope who made history (disc 3)","70","2006","dvd"
"63","2000-2005","john paul ii the pope who made history (disc 5)","70","2006","dvd"
"479","a betania evening with maaria esperanza","songs of healing (spanish)","120","1994","vhs"
"494","a blessing for cuba","john paul ii (cuba 1998)","60","1998","vhs"
"37","a call to holiness (zovko)","medjugorje","50","1989","vhs"
"456","a charlie brown christmas","christmas","25","1965","vhs"
"55","a child called jesus","jesus as a young boy","196","0","dvd"
"339","a closer look at the marian movement of priests","marian movement of priests","60","1996","vhs"
"175","a dedicated man (peyton)","rosary","29","1992","vhs"
"139","a journey of love of our mother thrice admirable","schoenstatt rosary campaign","0","0","vhs"
"139","a journey of love of our mother thrice admirable","schoenstatt rosary campaign","0","0","vhs"
"368","a long journey to guadalupe","guadalupe","96","1996","vhs"
"218","a man called peter","ministers","117","1955","vhs"
"215","a medjugorje mosaic","medjugorje","120","1990","res vhs"
"411","a morbid taste for bones","peters ellis","85","1996","vhs"
"311","a most unusual man","peyton patrick","60","1994","vhs"
"56","a most unusual man","the story of father patrick peyton csc","46","1994","dvd"
"511","a place called home","life stories","59","1991","vhs"
"312","a place to call home","youth center","28","1992","vhs"
"233","a royal crown: king born in bethlehem","life of christ (early)","15","1992","vhs"
"291","a star shall rise","magi","29","1960","vhs"
"665","a state of emergency","story of fatima and religious signs appearing","0","0","vhs"
"350","a talk by mark treanor","treanor mark","57","1992","vhs"
"51","a world at prayer","the vision of patrick peyton csc","25","1997","dvd"
"371","a world at prayer: the vision of patrick peyton","young loretta","25","1997","vhs"
"488","a.d.  i","roman times","120","1988","vhs"
"489","a.d.  ii","roman times","120","1988","vhs"
"490","a.d.  iii","roman times","120","1988","vhs"
"378","abraham the forefather","animation story","30","1995","vhs"
"701","accounts of apparitions in conyers georgia","visionary nancy fowler","0","0","vhs"
"377","adam and eve","animation story","30","1995","vhs"
"54","all generations will call her blessed","history and mission of marian library/imri","0","0","dvd"
"52","all generations will call her blessed","history and mission of marian library/imri","0","0","dvd"
"53","all generations will call her blessed","history and mission of marian library/imri","0","0","dvd"
"336","all generations will call her blessed","marian library","20","1997","vhs"
"334","all generations will call her blessed","marian library","20","1997","vhs"
"335","all generations will call her blessed","marian library","20","1997","vhs"
"117","all generations will call her blessed","marian library","23","0","res vhs"
"261","all in one accord with mary","mary and holy spirit","30","1995","vhs"
"553","all my children","medjugorje","60","1995","vhs"
"347","am i not here who am your mother?","diego juan blessed","30","1992","vhs"
"104","amazing grace","hymns","80","1990","vhs"
"239","america's godly heritage","founding fathers' beliefs","59","1995","vhs"
"59","an affair to remember","movie","114","1957","res vhs"
"1","an arcadian maid","NULL","42","1996","res vhs"
"699","an introduction to holy love","NULL","0","0","vhs"
"48","ancient prophecies ii: countdown to doomsday","prophecies","95","1994","res vhs"
"67","andrei rublev part 1","movie","185","1992","res vhs"
"68","andrei rublev part 2","movie","185","1992","res vhs"
"267","angels--true life encounters","guardian angels","54","1993","vhs"
"4","animation for fallen catholics","animation","60","1992","res vhs"
"596","answer the call ii - catholic men","jim - men's conference","60","1996","vhs"
"598","answer the call ii - catholic men","male sexuality (hahn)","60","1996","vhs"
"597","answer the call ii - catholic men","steve - men's conference","60","1996","vhs"
"17","anton bruckners","movie","131","0","res vhs"
"231","aparicion de la virgen sarapiqui","apparitions","0","1993","res vhs"
"557","apariciones marianos del siglo 20","apparitions","64","1991","vhs"
"81","apostolate for fam. consecration","sorrowful mysteries","60","1989","vhs"
"208","apostolate of holy motherhood","parenhood","57","1992","vhs"
"510","apparitions","apparitions (history)","30","2000","vhs"
"437","apparitions at fatima","marian apparitions","90","1994","vhs"
"36","apparitions at kibehoafrica","kibeho (africa)","40","1989","vhs"
"202","apparitions in ecuador","apparitions","0","0","res vhs"
"700","apparitions of the mother of god at hrushiw ukrai","apparitions","80","1990","vhs"
"344","apparitions of the mother of god in argentina","quiroga de motta gladys (argentina)","30","1991","vhs"
"529","apparitions of the virgin mary","apparitions; betania","50","2000","vhs"
"246","are you priest enough?","vocations (priesthood)","40","1989","vhs"
"503","ark of the covenant","ark of the covenant","50","1994","vhs"
"461","armageddon: prophecies of our time & end of time","nostradamus","70","1997","vhs"
"351","art of the santera","art religious","17","1994","vhs"
"255","artwork of sr. marie pierre semler mm","art religious","0","2006","res vhs"
"36","assumptions","based on assumption of our lady into heaven","29","2007","dvd"
"254","audrey","NULL","0","2000","res vhs"
"213","authenticity of medjugorge : it's impact","medjugorge","0","1994","res vhs"
"196","ave maria","NULL","51","1995","res vhs"
"315","ave maria","mariology","51","1994","vhs"
"163","ave maria","protestants and mary","45","1992","vhs"
"244","ave maria grotto","zoetel joseph (bro.)","30","1991","vhs"
"214","babette's feast","charity","102","1987","vhs"
"173","banneux: i am the  virgin of the poor","banneux","0","1993","res vhs"
"172","banneux: je suis la vierge des pauvres","banneux","0","1993","res vhs"
"74","barabbas","movie","134","1961","res vhs"
"6","basilica del santo rosario de lima","santuarios marianos (peru)","48","0","dvd"
"14","behold your mother","marian doctrines","36","1975","vhs"
"187","belen 2000 anos de historia exposicion","NULL","0","2001","res vhs"
"477","ben-hur-  one","roman times","180","1959","vhs"
"478","ben-hur- two","roman times","180","1959","vhs"
"317","ben-hur: a race to glory","children's stories","30","1990","vhs"
"17","benoit xvi a lourdes","benedict xvi","104","0","res dvd"
"664","bernadette","appearance of mary to a young girl","25","1998","vhs"
"50","bernadette","bernadette st. (movie)","120","1990","vhs"
"3","bernadette","lady of lourdes","120","1990","res dvd"
"14","bernadette dvd 1 lang-francais allemand espagnol","lady of lourdes","115","1990","res dvd"
"14","bernadette dvd 2 lang-anglais italien","lady of lourdes","115","1990","res dvd"
"611","bernadette of lourdes","st. lourdes","60","1993","vhs"
"16","bernadette soubirous visions et cliches","our lady of lourdes","26","2006","res dvd"
"86","bernadette princess of lourdes","lourdes","30","1991","vhs"
"426","bernadette: introducing the saint","nevers (bernadette)","45","1997","vhs"
"496","bernadin","bernadin cardinal joseph","57","1998","vhs"
"95","betania: land of grace","marian apparitions","58","1993","vhs"
"20","beyond the fields","the story of queen of peace in medjugorje","0","0","dvd"
"220","biblical fundamentalism","fundamentalism","59","1993","vhs"
"40","bildung fur herz und geist","bildunshaus der marianten","10","0","res vhs"
"252","black madonna shrine and grottos","eureka mo (black madonna)","25","1990","vhs"
"514","blessed william joseph chaminade: beatification...","chaminade william joseph","120","2000","vhs"
"676","blessed wm. joseph chaminade: his life and legacy","narrated by martin sheen about life of chaminade","30","0","vhs"
"616","blesses william joseph chaminade","sheen martin","40","2001","vhs"
"465","block rosary special event (may 1 99  wash dc)","rosary","25","1999","vhs"
"103","brother sun sister moon","francis of assisi st.","120","1973","vhs"
"22","brother sun sister moon","movie - francis of assisi","121","1973","dvd"
"15","bulgarian monasteries","monasteries","45","2004","res dvd"
"79","candlemas: the festival in word music and dance","marian library","0","0","res vhs"
"156","care for god's children","puppet story","50","1988","vhs"
"607","catch the lord's word","will of god","120","1990","vhs"
"358","catechism of the catholic church","schonborn christoph","200","1994","vhs"
"359","catechism of the catholic church","schonborn christoph","200","1994","vhs"
"35","cathedral","cathedral","60","1985","res vhs"
"237","cathedrale de reims : 7 siecles d'aventures","cathedrale de reims","58","1991","res vhs"
"169","catholic action now","lay apostolate","60","1990","vhs"
"115","catholic and ancient rome","rome (description)","30","1985","vhs"
"8","catholics","movie","90","1993","res vhs"
"73","central station","movie","106","1999","res vhs"
"226","children of light","mission appeal","15","1993","vhs"
"90","christ in art","madonna and child (art)","15","1990","vhs"
"417","christmas","christmas","25","1994","vhs"
"240","christmas at the miraculous medal shrine","miraculous medal (perryville mo)","15","1991","vhs"
"263","christocentric trinitarianism of the fre school","french school (trinity)","50","1995","vhs"
"190","clare of assisi","poverty","55","1993","vhs"
"38","cloak of juan diego","guadalupe","28","1981","vhs"
"53","clothed with the sun (mirus)","mariology","60","1989","vhs"
"25","color of the cross","last 48 hours of the life of jesus christ","89","2006","dvd"
"468","come to the stable","young loretta","95","1949","vhs"
"47","console your mother","first saturdays","100","1989","vhs"
"17","console your mother","reparation to imm heart","99","1989","vhs"
"460","conversations with god","presence of god","60","1995","vhs"
"85","cotton patch gospel","life of christ (southern style)","110","1988","vhs"
"637","countrys largest collection of nativity","ten min tape about the creche collection","10","2003","vhs"
"196","creativity: touching the divine","god's creative presence","60","1994","vhs"
"252","cretches - an interview","cretches","30","0","res vhs"
"422","crowning glory: vm in arts of portugal","portuguese art (marian)","29","1999","vhs"
"105","czechoslovakia mariapocs hungarian shrines","marian shrines","0","1987","res vhs"
"158","damien of molokai","zeal","30","1950","vhs"
"433","dan paulos: a seeing heart","paulos dan (biog.)","60","1993","vhs"
"590","dear children please listen","chaplet of mercy","50","1992","vhs"
"412","dear children time is short","warnings from mary","45","1992","vhs"
"654","dear children...","young people visiting medjugorje","90","1988","vhs"
"169","delannoy's mary of nazareth","marian library presentation","0","2000","res vhs"
"89","der papst in munster und in kevelaer","pope john paul ii","0","1987","res vhs"
"139","des cures dans la vallee","NULL","25","1998","res vhs"
"515","devotion to the hearts of jesus and mary","heart of jesus","42","1991","vhs"
"505","discerning god","vocation in life","60","1993","vhs"
"502","discovering france","france","78","1994","vhs"
"501","discovering ireland","ireland","85","1992","vhs"
"318","dismas","dismas","30","1983","vhs"
"220","divina pastora de las almas","NULL","0","2003","res vhs"
"205","divine love and the cross anna maria schmidt","NULL","0","0","res vhs"
"145","divine mercy (p. lawrence)","trust in god","60","1950","vhs"
"551","divine mercy - no escape","faustina blessed","63","1987","vhs"
"198","don bosco","salesians","90","1960","vhs"
"110","dr eric gritch: catholic-lutheran dialogue","symposium","80","1992","res vhs"
"159","duccio","weitere kunstvideos","45","0","res vhs"
"416","easter","easter","30","1994","vhs"
"155","easter today-forever","puppet story","33","1988","vhs"
