"label"
"Roman Catholic Archdiocese of Florence"
"Roman Catholic Archdiocese of Genoa"
"Roman Catholic Archdiocese of Gniezno"
"Roman Catholic Archdiocese of Gwangju"
"Roman Catholic Archdiocese of Kraków"
"Roman Catholic Archdiocese of Liverpool"
"Roman Catholic Archdiocese of Louisville"
"Roman Catholic Archdiocese of Manila"
"Roman Catholic Archdiocese of Milan"
"Roman Catholic Archdiocese of Mobile"
"Roman Catholic Archdiocese of Munich and Freising"
"Roman Catholic Archdiocese of New Orleans"
"Roman Catholic Archdiocese of Portland in Oregon"
"Roman Catholic Archdiocese of Puebla de los Angeles"
"Roman Catholic Archdiocese of Saint Paul and Minneapolis"
"Roman Catholic Archdiocese of San Antonio"
"Roman Catholic Archdiocese of San Juan de Puerto Rico"
"Roman Catholic Archdiocese of Santa Fe"
"Roman Catholic Archdiocese of Seattle"
"Roman Catholic Archdiocese of Seoul"
