"Language","Language","Title"
"Mandarin Chinese","Mandarin Chinese","??? Ti?t?ug?ng"
"Danish","Danish","Hovedst?d"
"Dutch","Dutch","Kopstoot"
"Finnish","Finnish","Pukkaus"
"French","French","Coup d'Boule"
"German","German","Kopfnuss"
"Greek","Greek","?????????"
"Hindi","Hindi","??? ???? Sir Maaro"
"Indonesian","Indonesian","Sundulan Kepala"
"Italian","Italian","Bottintesta"
"Korean","Korean","??? Bakchigi"
"Norwegian","Norwegian","Springskalle"
"Polish","Polish","Cios g?ow?"
"Portuguese","Brazil","Ataque de Cabe?a"
"Portuguese","Portugal","Cabe?ada"
"Serbian","Serbian","Udarac Glavom"
"Spanish","Spanish","Golpe Cabeza"
"NULL","NULL","NULL"
