"","","","","","","",""
"1.","babe ruth","26.","alex rodriguez","51.","tony gwynn","76.","al kaline"
"2.","walter johnson","27.","joe dimaggio","52.","jackie robinson","77.","eddie plank"
"3.","ty cobb","28.","joe morgan","53.","sam crawford","78.","dave winfield"
"4.","ted williams","29.","greg maddux","54.","harry heilmann","79.","carlton fisk"
"5.","barry bonds","30.","randy johnson","55.","whitey ford","80.","frank baker"
"6.","rogers hornsby","31.","manny ramirez","56.","mickey cochrane","81.","ed walsh"
"7.","honus wagner","32.","eddie matthews","57.","mark mcgwire","82.","cal ripken"
"8.","stan musial","33.","yogi berra","58.","willie mccovey","83.","duke snider"
"9.","lou gehrig","34.","tom seaver","59.","harmon killebrew","84.","craig biggio"
"10.","cy young","35.","johnny mize","60.","willie stargell","85.","roberto alomar"
"11.","willie mays","36.","frank thomas","61.","jim thome","86.","edgar martinez"
"12.","lefty grove","37.","bill dickey","62.","gary sheffield","87.","gabby hartnett"
"13.","mickey mantle","38.","charlie gehringer","63.","rod carew","88.","joe jackson"
"14.","tris speaker","39.","pedro martinez","64.","bob gibson","89.","rube waddell"
"15.","hank aaron","40.","arky vaughan","65.","jim palmer","90.","al simmons"
"16.","grover alexander","41.","hank greenberg","66.","reggie jackson","91.","tim raines"
"17.","eddie collins","42.","jeff bagwell","67.","joe cronin","92.","ernie banks"
"18.","mike schmidt","43.","johnny bench","68.","three finger brown","93.","paul molitor"
"19.","jimmie foxx","44.","bob feller","69.","paul waner","94.","john smoltz"
"20.","mel ott","45.","chipper jones","70.","warren spahn","95.","ron santo"
"21.","roger clemens","46.","ken griffey","71.","dick allen","96.","ryne sandberg"
"22.","frank robinson","47.","ivan rodriguez","72.","carl yastrzemski","97.","robin yount"
"23.","rickey henderson","48.","mike piazza","73.","luke appling","98.","pete rose"
"24.","napoleon lajoie","49.","carl hubbell","74.","wade boggs","99.","barry larkin"
"25.","christy mathewson","50.","george brett","75.","derek jeter","100.","mariano rivera"
"","","","","","","",""
"101.","hoyt wilhelm","126.","roy campanella","151.","earl averill","176.","george sisler"
"102.","frankie frisch","127.","minnie minoso","152.","fred clarke","177.","robin roberts"
"103.","eddie murray","128.","mike mussina","153.","gaylord perry","178.","gavvy cravath"
"104.","stan hack","129.","bert blyleven","154.","jim edmonds","179.","charlie keller"
"105.","ted simmons","130.","billy williams","155.","joe torre","180.","david cone"
"106.","rafael palmeiro","131.","carlos delgado","156.","stan coveleski","181.","bobby doerr"
"107.","fred mcgriff","132.","joe gordon","157.","bob johnson","182.","wally schang"
"108.","ray schalk","133.","will clark","158.","lance berkman","183.","bob elliott"
"109.","curt schilling","134.","dazzy vance","159.","bobby abreu","184.","larry walker"
"110.","roberto clemente","135.","gene tenace","160.","ken singleton","185.","joe medwick"
"111.","ozzie smith","136.","alan trammel","161.","gary carter","186.","red faber"
"112.","kevin brown","137.","lou whitaker","162.","fergie jenkins","187.","todd helton"
"113.","ralph kiner","138.","scott rolen","163.","eppa rixey","188.","john olerud"
"114.","juan marichal","139.","jason giambi","164.","jeff kent","189.","babe herman"
"115.","larry doby","140.","vlad guerrero","165.","brian giles","190.","ken williams"
"116.","larry doyle","141.","tom glavine","166.","brooks robinson","191.","al rosen"
"117.","steve carlton","142.","tony lazzeri","167.","phil niekro","192.","lefty gomez"
"118.","albert belle","143.","lou boudreau","168.","keith hernandez","193.","ron cey"
"119.","frank howard","144.","trevor hoffman","169.","sammy sosa","194.","norm cash"
"120.","roger bresnahan","145.","nolan ryan","170.","chuck klein","195.","joe sewell"
"121.","bobby grich","146.","wally berger","171.","bret saberhagen","196.","hal newhouser"
"122.","sandy koufax","147.","orlando cepeda","172.","reggie smith","197.","jimmy collins"
"123.","vern stephens","148.","ernie lombardi","173.","urban shocker","198.","darrell evans"
"124.","addie joss","149.","bobby bonds","174.","jack clark","199.","andre dawson"
"125.","sherry magee","150.","billy herman","175.","goose goslin","200.","hack wilson"
