tableId,rowsToAnalyze,tableSize,subjectColumnIdx,identifiedCorrectly,executionTimeFull,executionTimePure,queryTime,disambiguationTime
68779923_2_1000046510804975562.csv,20,55,0,True,33.274600982666016,0.27385807037353516,15.595229148864746,17.405513763427734
14575591_0_5962885285845713108.csv,20,17,0,True,13.244786024093628,0.047780752182006836,3.549668788909912,9.647336483001709
96971074_0_2380250642274572846.csv,20,19,0,True,17.702506065368652,0.13510847091674805,3.798387050628662,13.769010543823242
9353071_0_969221250383056227.csv,20,3,0,True,1.5926251411437988,0.01641678810119629,1.6450881958007812e-05,1.5761919021606445
94145647_0_4411495338698364870.csv,20,7,0,True,7.321465015411377,0.05455374717712402,5.364418029785156e-05,7.266857624053955
21547990_0_4278595903015489107.csv,20,40,0,True,84.05748200416565,0.22357988357543945,68.29468870162964,15.539213418960571
15525140_24_4037246854219698153.csv,20,2,0,True,0.4648869037628174,0.0023260116577148438,1.9073486328125e-06,0.4625589847564697
71137051_0_8039724067857124984.csv,20,223,0,True,11.276553869247437,0.05872297286987305,1.948988437652588,9.268842458724976
9348099_0_390574653830621671.csv,20,28,0,True,51.0806610584259,0.2927544116973877,35.67382621765137,15.114080429077148
76279179_0_1206538098393858428.csv,20,20,0,True,19.47910714149475,0.07247614860534668,10.964576482772827,8.442054510116577
40387275_6_6191495397368895712.csv,20,28,0,True,24.39570689201355,0.06806135177612305,15.591084003448486,8.73656153678894
7207849_0_1015109135224818932.csv,20,30,0,True,7.229768991470337,0.022153377532958984,1.9788742065429688e-05,7.2075958251953125
30103516_1_7626625507688323656.csv,20,9,0,True,2.846179962158203,0.0251619815826416,2.5033950805664062e-05,2.820992946624756
28788428_0_7847978656182431680.csv,20,14,0,True,33.09096908569336,0.20699405670166016,20.551971197128296,12.332003831863403
34119774_0_289423522044280059.csv,20,15,0,True,14.184854984283447,0.14295744895935059,0.00014519691467285156,14.041752338409424
39650055_5_7135804139753401681.csv,20,100,0,True,14.713670015335083,0.1107933521270752,4.7920241355896,9.810852527618408
20986241_116_7013408060096179711.csv,20,7,0,True,2.519005060195923,0.01748204231262207,1.4066696166992188e-05,2.501508951187134
31872906_0_6106277903085193669.csv,20,6,0,True,2.459059953689575,0.006855010986328125,0.5156567096710205,1.9365482330322266
64207896_0_3206705146602325658.csv,20,132,0,True,33.96065711975098,0.12195491790771484,19.29292106628418,14.545781135559082
5002114_6_4320409333965117351.csv,20,28,0,True,22.312094926834106,0.06714344024658203,13.707260131835938,8.537691354751587
64626513_0_6402630457637049755.csv,20,500,0,True,22.80446696281433,0.1202085018157959,12.56844425201416,10.115814208984375
98786033_0_3931553788835402240.csv,20,2,0,True,1.5930118560791016,0.006389617919921875,0.7133083343505859,0.8733139038085938
90593344_0_8311455501234425088.csv,20,225,0,True,64.98414206504822,0.8028628826141357,38.96819281578064,25.213086366653442
60527660_0_4311923120030730708.csv,20,15,0,True,12.661436080932617,0.07919478416442871,3.231456756591797,9.350784540176392
83987849_0_5969920363690793217.csv,20,224,0,True,43.51834297180176,0.18692874908447266,29.30473041534424,14.026683807373047
31135207_0_1440209822839624711.csv,20,32,0,True,55.82719302177429,0.1361081600189209,43.78222894668579,11.90885591506958
87684775_0_3688301103288332064.csv,20,684,0,True,13.88433289527893,0.10992646217346191,4.2932212352752686,9.4811851978302
