"http://dbpedia.org/ontology/wikiPageID","","False","0"
"http://dbpedia.org/ontology/wikiPageRevisionID","","False","1"
"http://dbpedia.org/ontology/wikiPageExternalLink","","False","2"
"http://dbpedia.org/property/officialName","","False","3"
"http://www.w3.org/2000/01/rdf-schema#label","","True","4"
"http://dbpedia.org/property/type","","False","5"
"http://dbpedia.org/property/holidayName","","False","6"
"http://dbpedia.org/property/frequency","","False","7"
"http://dbpedia.org/property/observances","","False","8"
"http://dbpedia.org/property/imagesize","","False","9"
