"company name :","jiangmen foreign trade group co ltd of guangdong"
"legal representative/business owner :","henry liao"
"company address :","foreign trade building82-1 jianshe road jiangmenguangdongchina 529000"
"zip :","NULL"
"year established :","1988"
"number of employees :","2000 to 2499 pepole"
"total annual sales volume :","29"
"industry :","apparel"
"main direction :","sale & buy"
"sales :","epoxy magazine rack  bagsbathroom racks and holderskitchen organizers/racks/holdersgardening buckets and watering canselectronic noveltiessouvenirs/gift itemsorganizer storageother daily products epoxy magazine rack"
"company website url :","http://www.gdjftg.com"
