"Wikipage revision ID","label","Wikipage page ID"
"683803151","1976 Tangshan earthquake","1332690"
"","1977 Vrancea earthquake",""
"680351640","1987 Edgecumbe earthquake","1799472"
"","1988 Armenian earthquake",""
"677250151","1989 Newcastle earthquake","1350528"
"","2002 Dudley earthquake",""
"","2004 Indian Ocean earthquake and tsunami",""
"668596706","زلزال حلب (1138)","6135929"
"667975498","1915 Asmara earthquake","9077437"
"","1993 Scotts Mills earthquake","9235660"
"","1268 Cilicia earthquake","8925406"
"","Basler Erdbeben 1356",""
"667793272","Terremoto de Guatemala de 1902","10800315"
"660679526","1918 San Fermín earthquake","8269166"
"670057670","1920 Gori earthquake","10950102"
"680302515","1938 Banda Sea earthquake","8752163"
"683131257","زلزال أكادير 1960","9464907"
"647375261","1967 Caracas earthquake","8247768"
"682303222","Terremoto de Guatemala de 1976","10799475"
"","1991 Racha earthquake",""
