"1732 - the old orange flute - folclore irland�s","[31/10/05]"
"1731 - swedish hearts - leif bertilsson","[30/10/05]"
"1730 - thinks'st thou to seduce - thomas campion","[29/10/05]"
"1729 - sumphony n� 94 (the surprise) - 3� mov. - haydn","[28/10/05]"
"1728 - amor de malandro - francisco alves & ismael silva","[27/10/05]"
"1727 - the tau function - daniel cummerow","[26/10/05]"
"1726 - soul man - autor ignorado","[25/10/05]"
"1725 - the great plain - mike oldfield","[24/10/05]"
"1724 - symphony n� 94 (the surprise) - 2� mov. - haydn","[23/10/05]"
"1723 - tudo se transformou - paulinho da viola","[22/10/05]"
"1722 - sundown - michael cox","[21/10/05]"
"1721 - away ye gay landscapes ye gardens of roses - folclore","[20/10/05]"
"1720 - musickes delight - tobias hume","[19/10/05]"
"1719 - symphony n� 94 (the surprise) - 1� mov. - haydn","[18/10/05]"
"1718 - somos iguais - evaldo gouveia & jair amorim","[17/10/05]"
"1717 - sorrow - volker bublitz","[16/10/05]"
"1716 - my singing bird - folclore irland�s","[15/10/05]"
"1715 - the woods so wild - william byrd","[14/10/05]"
"1714 - coriolan (overture - opus 62) - beethoven","[13/10/05]"
"1713 - considera��o - cartola & heitor dos prazeres","[12/10/05]"
"1712 - the kildare fancy - folclore","[11/10/05]"
"1711 - song for junebug - claudio caldas","[10/10/05]"
"1710 - my love hath vowed - thomas campion","[09/10/05]"
"1709 - su�te popular brasiliense - villa-lobos","[08/10/05]"
"1708 - ama-me - johnny alf","[07/10/05]"
"1707 - song for athene - john tavener","[06/10/05]"
"1706 - avondale - folclore","[05/10/05]"
"1705 - the man of live upright - thomas campion","[04/10/05]"
"1704 - concerto k191 for bassoon and orchestra - 2� mov. mozart","[03/10/05]"
"1703 - sobradinho - s� & guarabira (vers�o 2)","[02/10/05]"
"1702 - softly - autor ignorado","[01/10/05]"
